SITE,PLATFORM,Network,Array,GDAC,WMO_ID,ORIG_DESC_YYYYMM,UPDATE_PI_EMAIL,UPDATE_DATE_YYYYMM,SITE_DESCRIPTION,LAT,LON,TYPE,OCEAN,STATUS,DATA_TYPE,PHYS,MET,GEOPHYS,BGCHEM,CO2,FLUX,AirSeaFlux_Ref,COUNTRY,AGENCY,JCOMMOPS_PROGRAM,INFOURL,DATAURL,MetadataURL,PI,EMAILS,MISC,Observatory_or_Project,DAC,DataManager,DataManagementAgency
WTR,WTR-CURRENTMETER,ASOF,, - ,NY,201001,toby.sherwin@sams.ac.uk, - ,"Wyville Thomson Ridge Overflow, Greenland Sea",60.250,-8.870,transport,Atlantic,OPERATING,Delayed Mode Data; Accessible,1,,1,,,,,UK,SAMS,,http://www.sams.ac.uk,,,Sherwin (SAMS);Read (NOC) ,toby.sherwin@sams.ac.uk;jfr@noc.soton.ac.uk,,ASOF,BODC (PLANNED),jfr@noc.soton.ac.uk,BODC
 - , - ,ASOF,, -, - ,200503,gbudeus@awi-bremerhaven.de, - ,Greenland Sea,75.000,-3.500,subsurface,Atlantic,DISCONTINUED,Delayed Mode Data; Not Accessible,1,,,,,,,GERMANY,GERMANY-AWI,,,,,Budeus; Gereon  (AWI),gbudeus@awi-bremerhaven.de,,ASOF,-,-,-
NDBP-CVAL,CVAL,INCOIS,,NDBC,23102,200608,pattabhi@incois.gov.in,200901,NIOT CVAL,13.180,80.390,surface,Indian,OPERATING,Real Time & Delayed Mode Data; Accessible,,1,,,,,,INDIA,INDIA-NIOT,,http://www.niot.res.in/op/ndbp/ndbp_about.php,ftp://data.ndbc.noaa.gov/data/oceansites/INCOIS/,ftp://data.ndbc.noaa.gov/data/oceansites/,"Venkatsen, Pattabhi",venkat@niot.res.in;pattabhi@incois.gov.in,,INCOIS,INCOIS,pattabhi@incois.gov.in,INCOIS
NDBP-MB04,MB04,INCOIS,,NDBC,23451,200608,pattabhi@incois.gov.in,200901,NIOT MB04,20.880,71.490,surface,Indian,OPERATING,Real Time & Delayed Mode Data; Accessible,,1,,,,,,INDIA,INDIA-NIOT,,http://www.niot.res.in/op/ndbp/ndbp_about.php,ftp://data.ndbc.noaa.gov/data/oceansites/INCOIS/,ftp://data.ndbc.noaa.gov/data/oceansites/,"Venkatsen, Pattabhi",venkat@niot.res.in;pattabhi@incois.gov.in,,INCOIS,INCOIS,pattabhi@incois.gov.in,INCOIS
NDBP-MB09,MB09,INCOIS,,NDBC,23456?,200608,pattabhi@incois.gov.in,200901,NIOT MB09,16.990,71.100,surface,Indian,OPERATING,Real Time & Delayed Mode Data; Accessible,,1,,,,,,INDIA,INDIA-NIOT,,http://www.niot.res.in/op/ndbp/ndbp_about.php,ftp://data.ndbc.noaa.gov/data/oceansites/INCOIS/,ftp://data.ndbc.noaa.gov/data/oceansites/,"Venkatsen, Pattabhi",venkat@niot.res.in;pattabhi@incois.gov.in,,INCOIS,INCOIS,pattabhi@incois.gov.in,INCOIS
NDBP-MB20,MB20,INCOIS,,NDBC,23491,200608,pattabhi@incois.gov.in,200901,NIOT MB20,15.010,73.020,surface,Indian,OPERATING,Real Time & Delayed Mode Data; Accessible,,1,,,,,,INDIA,INDIA-NIOT,,http://www.niot.res.in/op/ndbp/ndbp_about.php,ftp://data.ndbc.noaa.gov/data/oceansites/INCOIS/,ftp://data.ndbc.noaa.gov/data/oceansites/,"Venkatsen, Pattabhi",venkat@niot.res.in;pattabhi@incois.gov.in,,INCOIS,INCOIS,pattabhi@incois.gov.in,INCOIS
NDBP-MB23,MB23,INCOIS,,NDBC,23170,200608,pattabhi@incois.gov.in,200901,NIOT MB23,12.940,74.720,surface,Indian,OPERATING,Real Time & Delayed Mode Data; Accessible,,1,,,,,,INDIA,INDIA-NIOT,,http://www.niot.res.in/op/ndbp/ndbp_about.php,ftp://data.ndbc.noaa.gov/data/oceansites/INCOIS/,ftp://data.ndbc.noaa.gov/data/oceansites/,"Venkatsen, Pattabhi",venkat@niot.res.in;pattabhi@incois.gov.in,,INCOIS,INCOIS,pattabhi@incois.gov.in,INCOIS
NDBP-MB24,MB24,INCOIS,,NDBC,23098,200608,pattabhi@incois.gov.in,200901,NIOT MB24,8.700,78.230,surface,Indian,OPERATING,Real Time & Delayed Mode Data; Accessible,,1,,,,,,INDIA,INDIA-NIOT,,http://www.niot.res.in/op/ndbp/ndbp_about.php,ftp://data.ndbc.noaa.gov/data/oceansites/INCOIS/,ftp://data.ndbc.noaa.gov/data/oceansites/,"Venkatsen, Pattabhi",venkat@niot.res.in;pattabhi@incois.gov.in,,INCOIS,INCOIS,pattabhi@incois.gov.in,INCOIS
NDBP-MB26,MB26,INCOIS,,NDBC,23494,200608,pattabhi@incois.gov.in,200901,NIOT MB26,12.140,90.770,surface,Indian,OPERATING,Real Time & Delayed Mode Data; Accessible,,1,,,,,,INDIA,INDIA-NIOT,,http://www.niot.res.in/op/ndbp/ndbp_about.php,ftp://data.ndbc.noaa.gov/data/oceansites/INCOIS/,ftp://data.ndbc.noaa.gov/data/oceansites/,"Venkatsen, Pattabhi",venkat@niot.res.in;pattabhi@incois.gov.in,,INCOIS,INCOIS,pattabhi@incois.gov.in,INCOIS
NDBP-OB10,OB10,INCOIS,,NDBC,23101,200608,pattabhi@incois.gov.in,200901,NIOT OB10,15.500,69.280,surface,Indian,OPERATING,Real Time & Delayed Mode Data; Accessible,1,1,,,,,,INDIA,INDIA-NIOT,,http://www.niot.res.in/op/ndbp/ndbp_about.php,ftp://data.ndbc.noaa.gov/data/oceansites/INCOIS/,ftp://data.ndbc.noaa.gov/data/oceansites/,"Venkatsen, Pattabhi",venkat@niot.res.in;pattabhi@incois.gov.in,,INCOIS,INCOIS,pattabhi@incois.gov.in,INCOIS
NDBP-OB12,OB12,INCOIS,,NDBC,23455,200608,pattabhi@incois.gov.in,200901,NIOT OB12,10.650,72.510,surface,Indian,OPERATING,Real Time & Delayed Mode Data; Accessible,1,1,,,,,,INDIA,INDIA-NIOT,,http://www.niot.res.in/op/ndbp/ndbp_about.php,ftp://data.ndbc.noaa.gov/data/oceansites/INCOIS/,ftp://data.ndbc.noaa.gov/data/oceansites/,"Venkatsen, Pattabhi",venkat@niot.res.in;pattabhi@incois.gov.in,,INCOIS,INCOIS,pattabhi@incois.gov.in,INCOIS
INDONTF-T1,INDONTF-T1,INDONTF,, -, -,200504,agordon@ldeo.columbia.edu,200901,Indonesian throughflow:1,-3.000,118.450,transport,Indian,OPERATING,Delayed Mode Data; Accessible,1,,,,,,,USA,USA-INSTANT/LDEO/SIO,,http://www.ldeo.columbia.edu/res/div/ocp/projects/instant.shtml,http://www.ldeo.columbia.edu/res/div/ocp/projects/instant.shtml,,Gordon;Huber;R.Dwi Susanto,agordon@ldeo.columbia.edu;bhuber@ldeo.columbia.edu;dwi@ldeo.columbia.edu,several locations,INDONTF,-,-,-
INDONTF-T2,INDONTF-T2,INDONTF,, -, -,200504,agordon@ldeo.columbia.edu,200901,Indonesian throughflow:2,-9.000,123.000,transport,Indian,DISCONTINUED,Delayed Mode Data; Accessible,1,,,,,,,USA,USA-INSTANT/LDEO/SIO,,http://www.ldeo.columbia.edu/res/div/ocp/projects/instant.shtml,http://www.ldeo.columbia.edu/res/div/ocp/projects/instant.shtml,,Gordon;Huber;R.Dwi Susanto,agordon@ldeo.columbia.edu;bhuber@ldeo.columbia.edu;dwi@ldeo.columbia.edu,several locations,INDONTF,-,-,-
MOZCHANNEL,MOZCHANNEL-T1,LOCO,,(IFREMER), - ,200502,rid@nioz.nl,200902,LOCO Mozambique Channel:1,-17.000,40.000,transport,Indian,OPERATING,Delayed Mode Data; Accessible,1,,,,,,,USA,LOCO,,http://www.nioz.nl/projects/acsex,http://www.nioz.nl/dmg,,"H. Ridderinkhof, H. van Aken and W.P.M. de Ruijter",rid@nioz.nl;W.P.M.deRuijter@phys.uu.nl;aken@nioz.nl,sediment trap,MOZAMBIQUE,NIOZ (PLANNED),bruin@nioz.nl,NIOZ
MOZCHANNEL,MOZCHANNEL-T2,LOCO,,(IFREMER), - ,200502,rid@nioz.nl,200902,LOCO Mozambique Channel:2,-17.050,40.429,transport,Indian,OPERATING,Delayed Mode Data; Accessible,1,,,,,,,USA,LOCO,,http://www.nioz.nl/projects/acsex,http://www.nioz.nl/dmg,,"H. Ridderinkhof, H. van Aken and W.P.M. de Ruijter",rid@nioz.nl;W.P.M.deRuijter@phys.uu.nl;aken@nioz.nl,sediment trap,MOZAMBIQUE,NIOZ (PLANNED),bruin@nioz.nl,NIOZ
MOZCHANNEL,MOZCHANNEL-T3,LOCO,,(IFREMER), - ,200502,rid@nioz.nl,200902,LOCO Mozambique Channel:3,-17.100,40.857,transport,Indian,OPERATING,Delayed Mode Data; Accessible,1,,,,,,,USA,LOCO,,http://www.nioz.nl/projects/acsex,http://www.nioz.nl/dmg,,"H. Ridderinkhof, H. van Aken and W.P.M. de Ruijter",rid@nioz.nl;W.P.M.deRuijter@phys.uu.nl;aken@nioz.nl,sediment trap,MOZAMBIQUE,NIOZ (PLANNED),bruin@nioz.nl,NIOZ
MOZCHANNEL,MOZCHANNEL-T4,LOCO,,(IFREMER), - ,200502,rid@nioz.nl,200902,LOCO Mozambique Channel:4,-17.200,41.286,transport,Indian,OPERATING,Delayed Mode Data; Accessible,1,,,,,,,USA,LOCO,,http://www.nioz.nl/projects/acsex,http://www.nioz.nl/dmg,,"H. Ridderinkhof, H. van Aken and W.P.M. de Ruijter",rid@nioz.nl;W.P.M.deRuijter@phys.uu.nl;aken@nioz.nl,sediment trap,MOZAMBIQUE,NIOZ (PLANNED),bruin@nioz.nl,NIOZ
MOZCHANNEL,MOZCHANNEL-T5,LOCO,,(IFREMER), - ,200502,rid@nioz.nl,200902,LOCO Mozambique Channel:5,-17.300,41.714,transport,Indian,OPERATING,Delayed Mode Data; Accessible,1,,,,,,,USA,LOCO,,http://www.nioz.nl/projects/acsex,http://www.nioz.nl/dmg,,"H. Ridderinkhof, H. van Aken and W.P.M. de Ruijter",rid@nioz.nl;W.P.M.deRuijter@phys.uu.nl;aken@nioz.nl,sediment trap,MOZAMBIQUE,NIOZ (PLANNED),bruin@nioz.nl,NIOZ
MOZCHANNEL,MOZCHANNEL-T6,LOCO,,(IFREMER), - ,200502,rid@nioz.nl,200902,LOCO Mozambique Channel:6,-17.400,42.143,transport,Indian,OPERATING,Delayed Mode Data; Accessible,1,,,,,,,USA,LOCO,,http://www.nioz.nl/projects/acsex,http://www.nioz.nl/dmg,,"H. Ridderinkhof, H. van Aken and W.P.M. de Ruijter",rid@nioz.nl;W.P.M.deRuijter@phys.uu.nl;aken@nioz.nl,sediment trap,MOZAMBIQUE,NIOZ (PLANNED),bruin@nioz.nl,NIOZ
MOZCHANNEL,MOZCHANNEL-T7,LOCO,,(IFREMER), - ,200502,rid@nioz.nl,200902,LOCO Mozambique Channel:7,-17.500,43.000,transport,Indian,OPERATING,Delayed Mode Data; Accessible,1,,,,,,,USA,LOCO,,http://www.nioz.nl/projects/acsex,http://www.nioz.nl/dmg,,"H. Ridderinkhof, H. van Aken and W.P.M. de Ruijter",rid@nioz.nl;W.P.M.deRuijter@phys.uu.nl;aken@nioz.nl,sediment trap,MOZAMBIQUE,NIOZ (PLANNED),bruin@nioz.nl,NIOZ
CM-EQCM3A-77E,CM-EQCM3A-77E,RAMA,TROPICAL INDIAN,NDBC, -,200608,vsnmurty@nio.org, - ,IO OOS moorings,0.000,77.000,subsurface,Indian,OPERATING,Delayed Mode Data; Accessible,1,,,,,,,INDIA,INDIA-NIO,,http://www.nio.org/data_info/deep-sea_mooring/oos-deep-sea-currentmeter-moorings.htm/,http://www.nio.org/data_info/deep-sea_mooring/oos-deep-sea-currentmeter-moorings.htm/,,VSNMurty,vsnmurty@nio.org; ,,RAMA,INCOIS,pattabhi@incois.gov.in,INCOIS
CM-EQCM2-83E,CM-EQCM2-83E,RAMA,TROPICAL INDIAN,NDBC, -,200608,vsnmurty@nio.org, - ,IO OOS moorings,0.000,83.000,subsurface,Indian,OPERATING,Delayed Mode Data; Accessible,1,,,,,,,INDIA,INDIA-NIO,,http://www.nio.org/data_info/deep-sea_mooring/oos-deep-sea-currentmeter-moorings.htm/,http://www.nio.org/data_info/deep-sea_mooring/oos-deep-sea-currentmeter-moorings.htm/,,VSNMurty,vsnmurty@nio.org,,RAMA,INCOIS,pattabhi@incois.gov.in,INCOIS
CM-EQCM1-93E,CM-EQCM1-93E,RAMA,TROPICAL INDIAN,NDBC, -,200608,vsnmurty@nio.org, - ,IO OOS moorings,0.000,93.000,subsurface,Indian,OPERATING,Delayed Mode Data; Accessible,1,,,,,,,INDIA,INDIA-NIO,,http://www.nio.org/data_info/deep-sea_mooring/oos-deep-sea-currentmeter-moorings.htm/,http://www.nio.org/data_info/deep-sea_mooring/oos-deep-sea-currentmeter-moorings.htm/,,VSNMurty,vsnmurty@nio.org,,RAMA,INCOIS,pattabhi@incois.gov.in,INCOIS
CM-EQCM3-76E,CM-EQCM3-76E,RAMA,TROPICAL INDIAN,NDBC, -, - ,vsnmurty@nio.org, - ,IO OOS moorings,0.000,76.000,subsurface,Indian,OPERATING,Delayed Mode Data; Accessible,2,,,,,,,INDIA,INDIA-NIO,,http://www.nio.org/data_info/deep-sea_mooring/oos-deep-sea-currentmeter-moorings.htm/,http://www.nio.org/data_info/deep-sea_mooring/oos-deep-sea-currentmeter-moorings.htm/,,VSNMurty,vsnmurty@nio.org,,RAMA,INCOIS,pattabhi@incois.gov.in,INCOIS
R0N55E,R0N55E,RAMA,TROPICAL INDIAN,NDBC, -,200608,michael.j.mcphaden@noaa.gov,200901,RAMA - Western Eq. IO,0.000,55.000,surface,Indian,PLANNED,Real Time & Delayed Mode Data; Accessible soon,1,1,,1,,1,,USA/IN,USA/INDIA-NOAA/PMEL/INCOIS,,http://www.pmel.noaa.gov/tao/proj_over/mooring.shtml,ftp://data.ndbc.noaa.gov/data/oceansites/RAMA/,,McPhaden (PMEL),michael.j.mcphaden@noaa.gov;Bronte.Tilbrook@csiro.au,,RAMA,-,-,-
R0N80.5E,R0N80.5E,RAMA,TROPICAL INDIAN,NDBC,23001,200608,michael.j.mcphaden@noaa.gov,200901,RAMA - Central Eq. IO,0.000,80.500,surface,Indian,OPERATING,Real Time & Delayed Mode Data; Accessible,1,1,,,,1,1,USA/IN,USA/INDIA-NOAA/PMEL/INCOIS,,http://www.pmel.noaa.gov/tao/proj_over/mooring.shtml,http://www.pmel.noaa.gov/tao/disdel ,,McPhaden (PMEL),michael.j.mcphaden@noaa.gov;Bronte.Tilbrook@csiro.au;vsnmurty@nio.org,,RAMA,PMEL,paul.Freitag@noaa.gov,PMEL
R15N65E,R15N65E,RAMA,TROPICAL INDIAN, -, -,200608,michael.j.mcphaden@noaa.gov,200901,RAMA - Arabian Sea,15.000,65.000,surface,Indian,PLANNED,Real Time & Delayed Mode Data; Accessible soon,1,1,1,1,,1,,USA,USA-NOAA/PMEL,,http://www.pmel.noaa.gov/tao/proj_over/mooring.shtml,ftp://data.ndbc.noaa.gov/data/oceansites/RAMA/,,McPhaden (PMEL),michael.j.mcphaden@noaa.gov;Bronte.Tilbrook@csiro.au,,RAMA,-,-,-
R15N90E,R15N90E,RAMA,TROPICAL INDIAN,NDBC,23009,200608,michael.j.mcphaden@noaa.gov,200901,RAMA - Bay of Bengal,15.000,90.000,surface,Indian,OPERATING,Real Time & Delayed Mode Data; Accessible,1,1,,1,,1,1,USA/IN,USA/INDIA-NOAA/PMEL/INCOIS,,http://www.pmel.noaa.gov/tao/proj_over/mooring.shtml,http://www.pmel.noaa.gov/tao/disdel ,,McPhaden (PMEL),michael.j.mcphaden@noaa.gov;Bronte.Tilbrook@csiro.au;vsnmurty@nio.org,,RAMA,PMEL,paul.Freitag@noaa.gov,PMEL
R16S55E,R16S55E,RAMA,TROPICAL INDIAN, -, -,200608,michael.j.mcphaden@noaa.gov,200901,RAMA - Southwestern IO,-16.000,55.000,surface,Indian,PLANNED,Real Time & Delayed Mode Data; Accessible soon,1,1,,1,,1,,USA,USA-NOAA/PMEL,,http://www.pmel.noaa.gov/tao/proj_over/mooring.shtml,ftp://data.ndbc.noaa.gov/data/oceansites/RAMA/,,McPhaden (PMEL),michael.j.mcphaden@noaa.gov;Bronte.Tilbrook@csiro.au,,RAMA,-,-,-
R25S97E,R25S97E,RAMA,TROPICAL INDIAN, -, -,200608,michael.j.mcphaden@noaa.gov,200901,RAMA - Subduction Zone,-25.000,97.000,surface,Indian,PLANNED,Real Time & Delayed Mode Data; Accessible soon,1,1,,1,,1,,USA,USA-NOAA/PMEL,,http://www.pmel.noaa.gov/tao/proj_over/mooring.shtml,ftp://data.ndbc.noaa.gov/data/oceansites/RAMA/,,McPhaden (PMEL),michael.j.mcphaden@noaa.gov;Bronte.Tilbrook@csiro.au,,RAMA,-,-,-
R05S95E,R05S95E,RAMA,TROPICAL INDIAN, -, -,200608,andouk@jamstec.go.jp,200901,RAMA JAMSTEC  Java Upwelling,-5.000,95.000,surface,Indian,OPERATING,Real Time Data; Accessible,1,1,,,,1,1,USA,USA/JAPAN-NOAA/PMEL/JAMSTEC,,http://www.jamstec.go.jp/jamstec/TRITON/index.html,http://www.jamstec.go.jp/jamstec/TRITON/real_time/php/buoysummary.php,,K Ando (JAMSTEC),andouk@jamstec.go.jp;Bronte.Tilbrook@csiro.au,pCO2 in future,RAMA,-,-,-
R08S67E,R08S67E,RAMA,TROPICAL INDIAN,NDBC,14040,200608,michael.j.mcphaden@noaa.gov,200901,RAMA - Thermocline Ridge,-8.000,67.000,surface,Indian,OPERATING,Real Time & Delayed Mode Data; Accessible,1,1,,1,,1,1,USA/IN,USA/ASCLME-PMEL,,http://www.pmel.noaa.gov/tao/proj_over/mooring.shtml,ftp://data.ndbc.noaa.gov/data/oceansites/RAMA/,,McPhaden (PMEL),michael.j.mcphaden@noaa.gov;Bronte.Tilbrook@csiro.au,,RAMA,PMEL,paul.Freitag@noaa.gov,PMEL
AUST14S110E,AUST14S110E,RAMA,TROPICAL INDIAN, -,NY, - ,k.jarrott@bom.gov.au, -,RAMA - Australian Extension,-13.961,110.004,surface,Indian,PLANNED,Real Time & Delayed Mode Data; Accessible soon,1,1,,1,,1,,USA,USA-NOAA/PMEL,,http://www.pmel.noaa.gov/tao/proj_over/mooring.shtml,ftp://data.ndbc.noaa.gov/data/oceansites/RAMA/,,Ken Jarrot (BOM AUST),k.jarrott@bom.gov.au,,RAMA,-,-,-
CALCOFI-080-055,CALCOFI-080-055,CalCOFI,SOUTHERN CALIF CURRENT,(NDBC),NY,201001,tkoslow@ucsd.edu, - ,California COFI 080/055,34.31666667,-120.8016667,surface,Pacific,OPERATING,Delayed Mode Data; Accessible,1,,,1,,,,USA,USA-SIO,,http://www.calcofi.org/, - ,,Koslow,tkoslow@ucsd.edu;mlankhorst@ucsd.edu;kbaker@ucsd.edu,,CCE,NDBC (PLANNED),kbaker@ucsd.edu,SIO
CALCOFI-080-080,CALCOFI-080-080,CalCOFI,SOUTHERN CALIF CURRENT,(NDBC),NY,201001,tkoslow@ucsd.edu, - ,California COFI 080/080,33.48333333,-122.5333333,surface,Pacific,OPERATING,Delayed Mode Data; Accessible,1,,,1,,,,USA,USA-SIO,,http://www.calcofi.org/, - ,,Koslow,tkoslow@ucsd.edu;mlankhorst@ucsd.edu;kbaker@ucsd.edu,,CCE,NDBC (PLANNED),kbaker@ucsd.edu,SIO
CALCOFI-090-090,CALCOFI-090-090,CalCOFI,SOUTHERN CALIF CURRENT,(NDBC),NY,201001,tkoslow@ucsd.edu, - ,California COFI 090/090,31.41833333,-121.9833333,surface,Pacific,OPERATING,Delayed Mode Data; Accessible,1,,,1,,,,USA,USA-SIO,,http://www.calcofi.org/, - ,,Koslow,tkoslow@ucsd.edu;mlankhorst@ucsd.edu;kbaker@ucsd.edu,,CCE,NDBC (PLANNED),kbaker@ucsd.edu,SIO
CCE-1,CCE-1,CCE,SOUTHERN CALIF CURRENT,(NDBC),NY,Pending,usend@ucsd.edu, - ,California Current Ecosystem CCE-1,33.5,-122.5,observatory,Pacific,OPERATING,Real Time & Delayed Mode Data; Accessible soon,1,1,,1,1,,,USA,USA-SIO/NOAA/PMEL,,http://mooring.ucsd.edu/index.html?/projects/cce/cce_intro.html, - ,,"U.Send, M.Ohman, C.Sabine, D. Demer, A. Dickson",usend@ucsd.edu;mlankhorst@ucsd.edu;Chris.Sabine@noaa.gov;,Depth: 3780m,CCE,NDBC,mlankhorst@ucsd.edu,SIO
CORC-1,CORC-1,CORC,SOUTHERN CALIF CURRENT, -,NY,Pending,usend@ucsd.edu, - ,"Consortium on the Ocean's Role in Climate - Southern California Current
 CORC",32.2,-120.2,,Pacific,PLANNED,Real Time & Delayed Mode Data; Accessible soon,1,1,,1,1,,,USA,USA-SIO/NOAA/PMEL,,http://mooring.ucsd.edu/index.html?/projects/cce/cce_intro.html, - ,,"U.Send, M.Ohman, C.Sabine, D. Demer, A. Dickson",usend@ucsd.edu;mlankhorst@ucsd.edu;Chris.Sabine@noaa.gov;,,CCE,-,-,-
CORC-2,CORC-2,CORC,SOUTHERN CALIF CURRENT, -,NY,Pending,usend@ucsd.edu, - ,Consortium on the Ocean's Role in Climate - Southern California Current CORC,32.2,-120.2,,Pacific,PLANNED,Real Time & Delayed Mode Data; Accessible soon,1,1,,1,1,,,USA,USA-SIO/NOAA/PMEL,,http://mooring.ucsd.edu/index.html?/projects/cce/cce_intro.html, - ,,"U.Send, M.Ohman, C.Sabine, D. Demer, A. Dickson",usend@ucsd.edu;mlankhorst@ucsd.edu;Chris.Sabine@noaa.gov;,,CCE,-,-,-
HOT,ALOHA,,HAWAII,(NDBC),NY,200609,mjchurch@hawaii.edu,200901,HOT -Station ALOHA,22.750,-158.000,observatory,Pacific,OPERATING,Delayed Mode Data; Accessible,1,1,,1,1,1,1,USA,USA-UHSOEST,,http://www.soest.hawaii.edu/HOT_WOCE,http://www.soest.hawaii.edu/HOT_WOCE/ftp.html,,Church; Lukas (UHSOEST);Karl (UHSOEST);Santiago-Manujano,mjchurch@hawaii.edu;rlukas@hawaii.edu;karl@hawaii.edu;dataman@soest.hawaii.edu,,HAWAII,-,-,-
HOT,HALE-ALOHA,,HAWAII,(NDBC), -,200501,mjchurch@hawaii.edu,200902,HOT HALE-ALOHA Mooring,22.750,-158.100,surface,Pacific,DISCONTINUED,UNKNOWN,1,1,,1,1,,,USA,USA-UHSOEST,,http://www.opl.ucsb.edu,http://www.opl.ucsb.edu/mosean/realtime_hi.html,,Church; Dickey;D Karl;C Sabine(CO2),mjchurch@hawaii.edu;tommy.dickey@opl.ucsb.edu;dkarl@hawaii.edu;Chris.Sabine@noaa.gov,"Previously called MOSEAN. Includes optical, ecological",HAWAII,-,-,-
WHOTS,WHOTS,,HAWAII,NDBC,51400,200608,aplueddemann@whoi.edu,200901,WHOI-Hawaii Ocean Timeseries Station,22.750,-157.900,surface,Pacific,OPERATING,Real Time & Delayed Mode Data; Accessible,1,1,,,,1,1,USA,USA-WHOI,,http://uop.whoi.edu/projects/WHOTS/whots.htm,http://uop.whoi.edu/projects/WHOTS/whotsdata.htm,http://www.marinemetadata.org,Weller (WHOI);Plueddemann (WHOI);Lukas (UHSOEST),rlukas@hawaii.edu;aplueddemann@whoi.edu;rweller@whoi.edu;ngalbraith@whoi.edu,,HAWAII,WHOI,ngalbraith@whoi.edu,WHOI
JKEO38N147E,JKEO38N147E,,KUROSHIO,(NDBC),21210,200901,ichikawah@jamstec.go.jp,200907,JAMSTEC Kuroshio Extension Observatory (JKEO),38.000,146.500,observatory,Pacific,OPERATING,Real Time & Delayed Mode Data; Accessible,1,1,,1,1,1,,JAPAN,JAMSTEC,,http://www.jamstec.go.jp/iorgc/ocorp/ktsfg/data/jkeo/,ftp://ftp2.jamstec.go.jp/JKEO/,,Hiroshi Ichikawa ; Shuichi Watanabe (CO2),ichikawah@jamstec.go.jp;swata@jamstec.go.jp;,Only ASCII format files are vailable in DATAURL.,KUROSHIO,JAMSTEC (PLANNED),ichikawah@jamstec.go.jp,JAMSTEC
KEO32N145E,KEO32N145E,,KUROSHIO,IFREMER,28401,200608,Meghan.F.Cronin@noaa.gov,200902,Kuroshio Extension Observatory (KEO),32.400,144.600,observatory,Pacific,OPERATING,Real Time & Delayed Mode Data; Accessible,1,1,,1,1,1,1,USA,USA-NOAA/PMEL,,http://www.pmel.noaa.gov/keo ,http://www.pmel.noaa.gov/keo/data.html,http://www.pmel.noaa.gov/keo/data.html,Cronin;Meinig;Sabine,Meghan.F.Cronin@noaa.gov;christian.meinig@noaa.gov;Chris.Sabine@noaa.gov,,KUROSHIO,PMEL,paul.Freitag@noaa.gov,PMEL
MBARI,MBARI-M0,,,NDBC,46091,200504,chfr@mbari.org,200908,MBARI California Current Biogeochemical Moorings M0,36.830,-121.900,surface,Pacific,OPERATING,Real Time & Delayed Mode Data; Accessible,1,1,,1,,1,,USA,USA-MBARI,,http://www.mbari.org/moos/experiments.htm,http://dods.mbari.org/data/ssdsdata/deployments/previous.html,,Chavez (MBARI),chfr@mbari.org;mccann@mbari.org,Monterey California Current. Previous deployments had been called OASIS: Ocean Acquisition System for Interdisciplinary Science,MBARI,MBARI,mccann@mbari.org,MBARI
MBARI,MBARI-M1,,,NDBC,46092,200504,chfr@mbari.org,200908,MBARI California Current Biogeochemical Moorings M1,36.750,-122.030,surface,Pacific,OPERATING,Real Time & Delayed Mode Data; Accessible,1,1,,1,,1,,USA,USA-MBARI,,http://www.mbari.org/moos/experiments.htm,http://dods.mbari.org/data/ssdsdata/deployments/previous.html,,Chavez (MBARI),chfr@mbari.org;mccann@mbari.org,Previous deployments had been called CIMT,MBARI,MBARI,mccann@mbari.org,MBARI
MBARI,MBARI-M2,,,NDBC,46093, - ,chfr@mbari.org, - ,MBARI California Current Biogeochemical Moorings M2,36.700,-122.390,surface,Pacific,OPERATING,Real Time & Delayed Mode Data; Accessible,1,1,,1,,1,,USA,USA-MBARI,,http://www.mbari.org/moos/experiments.htm,http://dods.mbari.org/data/ssdsdata/deployments/previous.html,,Chavez (MBARI),chfr@mbari.org;mccann@mbari.org,,MBARI,MBARI,mccann@mbari.org,MBARI
 - , - ,,, -, -,200503,hondam@jamstec.go.jp, - ,Northwest Pacific (HiLaTS),51.000,165.000,observatory,Pacific,DISCONTINUED,UNKNOWN,1,,,1,,,,JAPAN,JAPAN-JAMSTEC,,, - ,,Honda,hondam@jamstec.go.jp,,NWPACIFIC,-,-,-
JAMSTEC-K2,JAMSTEC-K2,,, -, -, -,tsaino@jamstec.go.jp; hondam@jamstec.go.jp, - ,Northwest Pacific K2,47.000,160.000,observatory,Pacific,OPERATING,Real Time & Delayed Mode Data; Accessible,,,,1,,1,,JAPAN,JAPAN-JAMSTEC,,, - ,,Saino,tsaino@jamstec.go.jp; hondam@jamstec.go.jp,Two subsurface moorings at station K2: one for Sediment trap and one for optical sensors such as FRRF,NWPACIFIC,-,-,-
NCOR-S1,NCOR-S1,,, -, - , - ,tsaino@jamstec.go.jp; hondam@jamstec.go.jp, - ,Northwest Pacific S1,30.000,145.000,observatory,Pacific,PLANNED,Real Time & Delayed Mode Data; Accessible soon,,,,1,,1,,JAPAN,JAPAN-JAMSTEC,,, - ,,Saino,tsaino@jamstec.go.jp; hondam@jamstec.go.jp,Two subsurface moorings at station S1: one for Sediment trap and one for optical sensors such as FRRF,NWPACIFIC,-,-,-
